
> reservee-tn@0.1.0 dev
> next dev

▲ Next.js 16.2.3 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://169.254.5.162:3000
- Environments: .env.local
✓ Ready in 440ms

 GET / 200 in 796ms (next.js: 362ms, application-code: 433ms)
 GET /api/availability?businessId=seed-biz-atlas&serviceId=seed-svc-atlas-2&type=slots&date=2026-04-25 200 in 19ms (next.js: 3ms, application-code: 16ms)
 GET /manage-booking/U1OZIK 200 in 397ms (next.js: 366ms, application-code: 31ms)
 GET /manifest.webmanifest 200 in 11ms (next.js: 4ms, application-code: 7ms)
 POST /api/bookings/reference/U1OZIK/challenge 200 in 633ms (next.js: 620ms, application-code: 13ms)
 POST /api/bookings/reference/U1OZIK/verify 200 in 638ms (next.js: 625ms, application-code: 13ms)
 GET /api/bookings/reference/U1OZIK?token=eyJyZWZlcmVuY2VDb2RlIjoiVTFPWklLIiwiY3VzdG9tZXJQaG9uZSI6IjQyMTg4ODA2IiwiZXhwaXJlc0F0IjoiMjAyNi0wNC0yNVQxNTo1MjowMS42MTJaIn0.e_ZVGNKdUkcdRPV1gLGMAa8oV_q4F2CIquKO416IxbQ 200 in 621ms (next.js: 615ms, application-code: 6ms)
 GET /api/businesses?id=seed-biz-atlas 200 in 16ms (next.js: 3ms, application-code: 13ms)
 PATCH /api/bookings/reference/U1OZIK?token=eyJyZWZlcmVuY2VDb2RlIjoiVTFPWklLIiwiY3VzdG9tZXJQaG9uZSI6IjQyMTg4ODA2IiwiZXhwaXJlc0F0IjoiMjAyNi0wNC0yNVQxNTo1MjowMS42MTJaIn0.e_ZVGNKdUkcdRPV1gLGMAa8oV_q4F2CIquKO416IxbQ 200 in 46ms (next.js: 13ms, application-code: 33ms)
 GET /business/atlas-barber-club 200 in 170ms (next.js: 122ms, application-code: 48ms)
 GET /api/availability?businessId=seed-biz-atlas&serviceId=seed-svc-atlas-1&type=slots&date=2026-04-25 200 in 55ms (next.js: 7ms, application-code: 48ms)
 GET /api/availability?businessId=seed-biz-atlas&serviceId=seed-svc-atlas-1&type=next 200 in 61ms (next.js: 16ms, application-code: 45ms)
 GET /api/availability?businessId=seed-biz-atlas&serviceId=seed-svc-atlas-1&type=slots&date=2026-04-25 200 in 65ms (next.js: 24ms, application-code: 42ms)
 GET /manifest.webmanifest 200 in 19ms (next.js: 14ms, application-code: 5ms)
 GET /api/availability?businessId=seed-biz-atlas&serviceId=seed-svc-atlas-1&type=next 200 in 78ms (next.js: 32ms, application-code: 45ms)
 GET /partner 200 in 74ms (next.js: 33ms, application-code: 41ms)
 GET /manifest.webmanifest 200 in 9ms (next.js: 3ms, application-code: 6ms)
 GET /manage-booking 200 in 56ms (next.js: 26ms, application-code: 30ms)
 GET /manifest.webmanifest 200 in 10ms (next.js: 3ms, application-code: 7ms)
 GET /explore 200 in 38ms (next.js: 11ms, application-code: 27ms)
 GET /manifest.webmanifest 200 in 11ms (next.js: 4ms, application-code: 7ms)
 GET / 200 in 28ms (next.js: 9ms, application-code: 19ms)
 GET /manifest.webmanifest 200 in 14ms (next.js: 5ms, application-code: 9ms)
 POST /api/auth/logout 200 in 43ms (next.js: 34ms, application-code: 10ms)
 GET / 200 in 110ms (next.js: 2ms, application-code: 108ms)
 GET /api/businesses?scope=public&limit=200 200 in 75ms (next.js: 55ms, application-code: 20ms)
 GET / 200 in 79ms (next.js: 5ms, application-code: 74ms)
 GET /manifest.webmanifest 200 in 10ms (next.js: 4ms, application-code: 6ms)
 GET /login 200 in 42ms (next.js: 9ms, application-code: 33ms)
 GET /manifest.webmanifest 200 in 11ms (next.js: 3ms, application-code: 8ms)
 GET /register 200 in 80ms (next.js: 41ms, application-code: 38ms)
 GET /manifest.webmanifest 200 in 13ms (next.js: 5ms, application-code: 8ms)
✓ Compiled in 127ms
 GET /register 200 in 395ms (next.js: 101ms, application-code: 295ms)
 GET /register 200 in 224ms (next.js: 5ms, application-code: 219ms)
 GET /register 200 in 177ms (next.js: 46ms, application-code: 131ms)
 GET /register 200 in 177ms (next.js: 86ms, application-code: 91ms)
 GET /register 200 in 180ms (next.js: 7ms, application-code: 173ms)
 GET /register 200 in 177ms (next.js: 133ms, application-code: 45ms)
 GET /manifest.webmanifest 200 in 58ms (next.js: 47ms, application-code: 11ms)
 GET /register 200 in 358ms (next.js: 98ms, application-code: 260ms)
 GET /register 200 in 200ms (next.js: 3ms, application-code: 197ms)
 GET /register 200 in 180ms (next.js: 41ms, application-code: 139ms)
 GET /register 200 in 182ms (next.js: 74ms, application-code: 107ms)
 GET /register 200 in 185ms (next.js: 5ms, application-code: 180ms)
 GET /register 200 in 210ms (next.js: 105ms, application-code: 105ms)
 GET /register 200 in 97ms (next.js: 3ms, application-code: 94ms)
 GET /register 200 in 65ms (next.js: 6ms, application-code: 59ms)
 GET /register 200 in 36ms (next.js: 4ms, application-code: 32ms)
 GET /manifest.webmanifest 200 in 50ms (next.js: 38ms, application-code: 12ms)
 GET /register 200 in 346ms (next.js: 101ms, application-code: 245ms)
 GET /register 200 in 182ms (next.js: 4ms, application-code: 177ms)
 GET /register 200 in 220ms (next.js: 3ms, application-code: 217ms)
 GET /register 200 in 221ms (next.js: 28ms, application-code: 192ms)
 GET /register 200 in 222ms (next.js: 62ms, application-code: 159ms)
 GET /register 200 in 259ms (next.js: 101ms, application-code: 158ms)
 GET /register 200 in 160ms (next.js: 5ms, application-code: 156ms)
 GET /register 200 in 89ms (next.js: 7ms, application-code: 82ms)
 GET /register 200 in 46ms (next.js: 4ms, application-code: 41ms)
 GET /manifest.webmanifest 200 in 59ms (next.js: 48ms, application-code: 11ms)
✓ Compiled in 177ms
 GET /register 200 in 385ms (next.js: 92ms, application-code: 292ms)
 GET /register 200 in 232ms (next.js: 4ms, application-code: 227ms)
 GET /register 200 in 248ms (next.js: 38ms, application-code: 210ms)
 GET /register 200 in 248ms (next.js: 73ms, application-code: 175ms)
 GET /register 200 in 250ms (next.js: 6ms, application-code: 244ms)
 GET /register 200 in 286ms (next.js: 110ms, application-code: 176ms)
 GET /register 200 in 213ms (next.js: 6ms, application-code: 206ms)
 GET /register 200 in 144ms (next.js: 7ms, application-code: 137ms)
 GET /register 200 in 138ms (next.js: 4ms, application-code: 134ms)
 GET /register 200 in 142ms (next.js: 24ms, application-code: 118ms)
 GET /register 200 in 143ms (next.js: 44ms, application-code: 99ms)
 GET /register 200 in 141ms (next.js: 31ms, application-code: 110ms)
 GET /register 200 in 212ms (next.js: 3ms, application-code: 209ms)
 GET /register 200 in 171ms (next.js: 6ms, application-code: 165ms)
 GET /register 200 in 133ms (next.js: 10ms, application-code: 124ms)
 GET /register 200 in 133ms (next.js: 31ms, application-code: 102ms)
 GET /register 200 in 139ms (next.js: 32ms, application-code: 107ms)
 GET /register 200 in 150ms (next.js: 28ms, application-code: 122ms)
 GET /register 200 in 223ms (next.js: 7ms, application-code: 216ms)
 GET /register 200 in 222ms (next.js: 39ms, application-code: 184ms)
 GET /register 200 in 136ms (next.js: 42ms, application-code: 94ms)
 GET /register 200 in 148ms (next.js: 14ms, application-code: 134ms)
 GET /register 200 in 100ms (next.js: 34ms, application-code: 67ms)
 GET /register 200 in 91ms (next.js: 32ms, application-code: 59ms)
 GET /register 200 in 202ms (next.js: 3ms, application-code: 198ms)
 GET /register 200 in 182ms (next.js: 4ms, application-code: 178ms)
 GET /register 200 in 180ms (next.js: 63ms, application-code: 117ms)
 GET /register 200 in 181ms (next.js: 34ms, application-code: 147ms)
 GET /register 200 in 151ms (next.js: 71ms, application-code: 80ms)
 GET /register 200 in 93ms (next.js: 7ms, application-code: 85ms)
 GET /register 200 in 206ms (next.js: 5ms, application-code: 201ms)
 GET /register 200 in 170ms (next.js: 9ms, application-code: 161ms)
 GET /register 200 in 167ms (next.js: 40ms, application-code: 127ms)
 GET /register 200 in 131ms (next.js: 56ms, application-code: 75ms)
 GET /register 200 in 168ms (next.js: 71ms, application-code: 97ms)
 GET /register 200 in 100ms (next.js: 5ms, application-code: 94ms)
 GET /register 200 in 203ms (next.js: 6ms, application-code: 197ms)
 GET /register 200 in 158ms (next.js: 7ms, application-code: 151ms)
 GET /register 200 in 159ms (next.js: 30ms, application-code: 129ms)
 GET /register 200 in 112ms (next.js: 37ms, application-code: 75ms)
 GET /register 200 in 113ms (next.js: 10ms, application-code: 104ms)
 GET /register 200 in 109ms (next.js: 62ms, application-code: 47ms)
 GET /register 200 in 217ms (next.js: 6ms, application-code: 212ms)
 GET /register 200 in 218ms (next.js: 38ms, application-code: 179ms)
 GET /register 200 in 216ms (next.js: 77ms, application-code: 139ms)
 GET /register 200 in 146ms (next.js: 50ms, application-code: 96ms)
 GET /register 200 in 102ms (next.js: 33ms, application-code: 69ms)
 GET /register 200 in 73ms (next.js: 31ms, application-code: 42ms)
 GET /register 200 in 270ms (next.js: 4ms, application-code: 266ms)
 GET /register 200 in 271ms (next.js: 25ms, application-code: 246ms)
 GET /register 200 in 272ms (next.js: 59ms, application-code: 213ms)
 GET /register 200 in 177ms (next.js: 35ms, application-code: 142ms)
 GET /register 200 in 181ms (next.js: 9ms, application-code: 171ms)
 GET /register 200 in 138ms (next.js: 8ms, application-code: 130ms)
 GET /register 200 in 233ms (next.js: 6ms, application-code: 227ms)
 GET /register 200 in 232ms (next.js: 42ms, application-code: 190ms)
 GET /register 200 in 194ms (next.js: 41ms, application-code: 153ms)
 GET /register 200 in 160ms (next.js: 35ms, application-code: 125ms)
 GET /register 200 in 160ms (next.js: 70ms, application-code: 91ms)
 GET /register 200 in 85ms (next.js: 10ms, application-code: 74ms)
 GET /register 200 in 198ms (next.js: 3ms, application-code: 195ms)
 GET /register 200 in 197ms (next.js: 36ms, application-code: 161ms)
 GET /register 200 in 198ms (next.js: 72ms, application-code: 126ms)
 GET /register 200 in 97ms (next.js: 10ms, application-code: 87ms)
 GET /register 200 in 97ms (next.js: 34ms, application-code: 62ms)
 GET /register 200 in 73ms (next.js: 6ms, application-code: 67ms)
 GET /register 200 in 205ms (next.js: 5ms, application-code: 200ms)
 GET /register 200 in 205ms (next.js: 31ms, application-code: 174ms)
 GET /register 200 in 176ms (next.js: 37ms, application-code: 140ms)
 GET /register 200 in 117ms (next.js: 7ms, application-code: 110ms)
 GET /register 200 in 117ms (next.js: 28ms, application-code: 89ms)
 GET /register 200 in 114ms (next.js: 64ms, application-code: 50ms)
 GET /register 200 in 190ms (next.js: 5ms, application-code: 185ms)
 GET /register 200 in 164ms (next.js: 39ms, application-code: 125ms)
 GET /register 200 in 189ms (next.js: 28ms, application-code: 161ms)
 GET /register 200 in 91ms (next.js: 8ms, application-code: 83ms)
 GET /register 200 in 91ms (next.js: 29ms, application-code: 61ms)
 GET /register 200 in 127ms (next.js: 8ms, application-code: 119ms)
 GET /register 200 in 253ms (next.js: 4ms, application-code: 249ms)
 GET /register 200 in 254ms (next.js: 28ms, application-code: 227ms)
 GET /register 200 in 233ms (next.js: 65ms, application-code: 168ms)
 GET /register 200 in 233ms (next.js: 101ms, application-code: 132ms)
 GET /register 200 in 233ms (next.js: 138ms, application-code: 95ms)
 GET /register 200 in 112ms (next.js: 4ms, application-code: 108ms)
 GET /register 200 in 185ms (next.js: 6ms, application-code: 178ms)
 GET /register 200 in 183ms (next.js: 37ms, application-code: 146ms)
 GET /register 200 in 149ms (next.js: 47ms, application-code: 102ms)
 GET /register 200 in 150ms (next.js: 27ms, application-code: 123ms)
 GET /register 200 in 126ms (next.js: 50ms, application-code: 76ms)
 GET /register 200 in 64ms (next.js: 4ms, application-code: 60ms)
 GET /register 200 in 217ms (next.js: 3ms, application-code: 213ms)
 GET /register 200 in 217ms (next.js: 31ms, application-code: 186ms)
 GET /register 200 in 218ms (next.js: 65ms, application-code: 153ms)
 GET /register 200 in 192ms (next.js: 85ms, application-code: 107ms)
 GET /register 200 in 192ms (next.js: 118ms, application-code: 74ms)
 GET /register 200 in 45ms (next.js: 3ms, application-code: 42ms)
 GET /register 200 in 186ms (next.js: 4ms, application-code: 182ms)
 GET /register 200 in 149ms (next.js: 4ms, application-code: 145ms)
 GET /register 200 in 110ms (next.js: 5ms, application-code: 104ms)
 GET /register 200 in 110ms (next.js: 40ms, application-code: 70ms)
 GET /register 200 in 110ms (next.js: 62ms, application-code: 48ms)
 GET /manifest.webmanifest 200 in 36ms (next.js: 29ms, application-code: 7ms)
 GET /register 200 in 241ms (next.js: 77ms, application-code: 164ms)
 GET /register 200 in 91ms (next.js: 8ms, application-code: 84ms)
 GET /register 200 in 46ms (next.js: 4ms, application-code: 42ms)
 GET /manifest.webmanifest 200 in 52ms (next.js: 42ms, application-code: 10ms)
✓ Compiled in 106ms
 GET /register 200 in 248ms (next.js: 163ms, application-code: 85ms)
 GET /manifest.webmanifest 200 in 58ms (next.js: 45ms, application-code: 12ms)
✓ Compiled in 99ms
 GET /register 200 in 314ms (next.js: 195ms, application-code: 118ms)
 GET /register 200 in 59ms (next.js: 4ms, application-code: 55ms)
 GET /register 200 in 29ms (next.js: 3ms, application-code: 27ms)
 GET /manifest.webmanifest 200 in 54ms (next.js: 43ms, application-code: 11ms)
✓ Compiled in 109ms
 GET /register 200 in 415ms (next.js: 119ms, application-code: 297ms)
 GET /register 200 in 85ms (next.js: 35ms, application-code: 50ms)
 GET /register 200 in 526ms (next.js: 196ms, application-code: 331ms)
 GET /manifest.webmanifest 200 in 57ms (next.js: 46ms, application-code: 11ms)
 GET /api/businesses?scope=public&limit=200 200 in 121ms (next.js: 98ms, application-code: 23ms)
 GET /register 200 in 1427ms (next.js: 791ms, application-code: 636ms)
 GET /register 200 in 322ms (next.js: 12ms, application-code: 310ms)
 GET /register 200 in 321ms (next.js: 8ms, application-code: 312ms)
 GET /register 200 in 319ms (next.js: 115ms, application-code: 204ms)
 GET /register 200 in 320ms (next.js: 67ms, application-code: 254ms)
 GET /register 200 in 319ms (next.js: 156ms, application-code: 163ms)
 GET /register 200 in 267ms (next.js: 6ms, application-code: 261ms)
 GET /register 200 in 224ms (next.js: 5ms, application-code: 219ms)
 GET /register 200 in 254ms (next.js: 40ms, application-code: 213ms)
 GET /register 200 in 255ms (next.js: 5ms, application-code: 251ms)
 GET /register 200 in 255ms (next.js: 76ms, application-code: 180ms)
 GET /register 200 in 257ms (next.js: 112ms, application-code: 145ms)
 GET /register 200 in 192ms (next.js: 6ms, application-code: 187ms)
 GET /register 200 in 197ms (next.js: 5ms, application-code: 192ms)
 GET /register 200 in 242ms (next.js: 5ms, application-code: 237ms)
 GET /register 200 in 243ms (next.js: 43ms, application-code: 199ms)
 GET /register 200 in 204ms (next.js: 1994µs, application-code: 202ms)
 GET /register 200 in 222ms (next.js: 5ms, application-code: 217ms)
 GET /register 200 in 214ms (next.js: 5ms, application-code: 209ms)
 GET /register 200 in 179ms (next.js: 18ms, application-code: 161ms)
 GET /register 200 in 226ms (next.js: 5ms, application-code: 220ms)
 GET /register 200 in 225ms (next.js: 37ms, application-code: 187ms)
 GET /register 200 in 147ms (next.js: 3ms, application-code: 144ms)
 GET /register 200 in 226ms (next.js: 5ms, application-code: 220ms)
 GET /register 200 in 188ms (next.js: 6ms, application-code: 182ms)
 GET /register 200 in 188ms (next.js: 30ms, application-code: 158ms)
 GET /register 200 in 248ms (next.js: 36ms, application-code: 212ms)
 GET /register 200 in 249ms (next.js: 4ms, application-code: 244ms)
 GET /register 200 in 169ms (next.js: 5ms, application-code: 163ms)
 GET /register 200 in 235ms (next.js: 5ms, application-code: 230ms)
 GET /register 200 in 197ms (next.js: 5ms, application-code: 192ms)
 GET /register 200 in 196ms (next.js: 43ms, application-code: 153ms)
 GET /register 200 in 213ms (next.js: 4ms, application-code: 210ms)
 GET /register 200 in 214ms (next.js: 35ms, application-code: 179ms)
 GET /register 200 in 214ms (next.js: 69ms, application-code: 145ms)
 GET /register 200 in 239ms (next.js: 3ms, application-code: 237ms)
 GET /register 200 in 221ms (next.js: 3ms, application-code: 218ms)
 GET /register 200 in 221ms (next.js: 35ms, application-code: 185ms)
 GET /register 200 in 254ms (next.js: 4ms, application-code: 251ms)
 GET /register 200 in 217ms (next.js: 8ms, application-code: 209ms)
 GET /register 200 in 215ms (next.js: 49ms, application-code: 166ms)
 GET /register 200 in 178ms (next.js: 3ms, application-code: 174ms)
 GET /register 200 in 182ms (next.js: 7ms, application-code: 175ms)
 GET /register 200 in 183ms (next.js: 40ms, application-code: 142ms)
 GET /register 200 in 200ms (next.js: 3ms, application-code: 196ms)
 GET /register 200 in 199ms (next.js: 22ms, application-code: 177ms)
 GET /register 200 in 147ms (next.js: 5ms, application-code: 143ms)
 GET /register 200 in 208ms (next.js: 4ms, application-code: 204ms)
 GET /register 200 in 215ms (next.js: 6ms, application-code: 209ms)
 GET /register 200 in 214ms (next.js: 23ms, application-code: 191ms)
 GET /register 200 in 242ms (next.js: 5ms, application-code: 237ms)
 GET /register 200 in 242ms (next.js: 44ms, application-code: 197ms)
 GET /register 200 in 160ms (next.js: 22ms, application-code: 138ms)
 GET /register 200 in 145ms (next.js: 6ms, application-code: 139ms)
 GET /register 200 in 127ms (next.js: 3ms, application-code: 124ms)
 GET /register 200 in 128ms (next.js: 26ms, application-code: 102ms)
 GET /register 200 in 167ms (next.js: 3ms, application-code: 163ms)
 GET /register 200 in 166ms (next.js: 22ms, application-code: 144ms)
 GET /register 200 in 128ms (next.js: 6ms, application-code: 122ms)
 GET /register 200 in 174ms (next.js: 6ms, application-code: 169ms)
 GET /register 200 in 210ms (next.js: 4ms, application-code: 206ms)
 GET /register 200 in 210ms (next.js: 30ms, application-code: 180ms)
 GET /register 200 in 231ms (next.js: 5ms, application-code: 227ms)
 GET /register 200 in 230ms (next.js: 36ms, application-code: 194ms)
 GET /register 200 in 159ms (next.js: 24ms, application-code: 134ms)
 GET /register 200 in 148ms (next.js: 4ms, application-code: 144ms)
 GET /register 200 in 145ms (next.js: 6ms, application-code: 139ms)
 GET /register 200 in 149ms (next.js: 31ms, application-code: 118ms)
 GET /register 200 in 216ms (next.js: 3ms, application-code: 213ms)
 GET /register 200 in 216ms (next.js: 23ms, application-code: 194ms)
 GET /register 200 in 173ms (next.js: 10ms, application-code: 164ms)
 GET /register 200 in 169ms (next.js: 6ms, application-code: 163ms)
 GET /register 200 in 237ms (next.js: 7ms, application-code: 230ms)
 GET /register 200 in 243ms (next.js: 7ms, application-code: 236ms)
 GET /register 200 in 293ms (next.js: 7ms, application-code: 286ms)
 GET /register 200 in 293ms (next.js: 39ms, application-code: 254ms)
 GET /register 200 in 213ms (next.js: 26ms, application-code: 187ms)
 GET /register 200 in 153ms (next.js: 8ms, application-code: 145ms)
 GET /register 200 in 199ms (next.js: 5ms, application-code: 194ms)
 GET /register 200 in 200ms (next.js: 8ms, application-code: 193ms)
 GET /register 200 in 224ms (next.js: 6ms, application-code: 218ms)
 GET /register 200 in 223ms (next.js: 38ms, application-code: 185ms)
 GET /register 200 in 189ms (next.js: 29ms, application-code: 161ms)
 GET /register 200 in 159ms (next.js: 9ms, application-code: 149ms)
 GET /register 200 in 237ms (next.js: 3ms, application-code: 233ms)
 GET /register 200 in 206ms (next.js: 2ms, application-code: 204ms)
 GET /register 200 in 224ms (next.js: 2ms, application-code: 222ms)
 GET /register 200 in 194ms (next.js: 7ms, application-code: 187ms)
 GET /register 200 in 190ms (next.js: 37ms, application-code: 153ms)
 GET /register 200 in 141ms (next.js: 8ms, application-code: 133ms)
 GET /register 200 in 154ms (next.js: 5ms, application-code: 149ms)
